,alltag,contentsid,contentscd,title,region1cd,region2cd,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,repPhoto,PHOTOSHARECOUNT,reservelink
464,"4.3,문화유적지",CNTS_000000000022857,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",영남동,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '21', 'label': '서귀포시내', 'refId': 'region2>21'}",제주특별자치도 서귀포시 영남동 224 일대,제주특별자치도 서귀포시 산록남로 1966-34,"4.3,문화유적지,문화관광,제주4.3,역사유적,어트랙션",4·3 때 토벌대의 초토화작전으로 사라져버린 중산간 마을.,1554,1,0,1,0,0,0,,33.288883,126.496925,63556,--,"4·3 때 토벌대의 초토화작전으로 제주도내 많은 중산간 마을들이 피해를 입었고 그 가운데는 없어져 버린 마을도 많다.
서귀포시 영남마을(瀛南洞)도 그 당시 없어져버린 중산간 마을 가운데 하나다.
서귀포시 중문동 회수에서 신시가지로 가는 우회도로를 따라가다 용흥마을 지경에서 내려 북쪽으로 난 좁은 길로 접어들면 영남마을을 만날 수 있다.
지금은 길이 잘 뚫려 있어 제2산록도로를 타고 가면 쉽게 접근할 수 있다.

뒤쪽으로는 한라산 밀림이 병풍처럼 둘러쳐져 있고,
동남쪽으로는 고근산과 파랗게 펼쳐진 바닷가 한눈에 들어오는 영남마을은
‘영주산(한라산) 남쪽마을’이라는 마을이름에서 알 수 있듯이 바로 한라산 밀림이 끝나는 지경에 고즈넉히 자리잡고 있다.

행정구역상 과거에는 중문면 영남리였다가 4·3당시는 중문면 강정2구로 편입됐으나 지금은 서귀포시 용흥동에 속해 있다.


< 출처: 제주4·3연구소, 「연구소 소식지 29호」(1997) >",20180327143215,20220714080725,"[{'seq': 19376, 'contentsid': {'value': 'CNTS_000000000022857', 'label': '영남동', 'refId': 'CNTS_000000000022857'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001374', 'label': '제주 4·3', 'refId': 'cate0000000002>cate0000001374'}, 'cate3cd': {'value': 'cate0000002374', 'label': '제주 4·3', 'refId': 'cate0000001374>cate0000002374'}, 'created': '20190904101151'}]",,"{'descseo': '영남동', 'photoid': {'photoid': 16747, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4bbd3b5d-c88f-4b5f-84b4-af6b38c6ee96.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/06ac2f5c-d707-42c7-9bbb-34c8154fd290.jpg'}}",,
465,"씨에스호텔,프라이빗스파",CNTS_200000000010339,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",씨에스호텔 프라이빗스파,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '24', 'label': '중문', 'refId': 'region2>24'}",제주특별자치도 서귀포시 중문동 2563-1,제주특별자치도 서귀포시 중문관광로 198,"씨에스호텔,프라이빗스파,스파,호텔,어트랙션","씨에스호텔 베릿네 프라이빗 스파는 독채형 사우나로 도심에서 쌓인 심신의 피로를 치유해드리는 공간으로, 아름다운 밤 하늘의 별을 바라보며 여유로운 시간을 즐길 수 있는 프라이빗한 공간이다. ",2731,1,0,3,3,0,0,0.0,33.2429044,126.4204352,,064-735-3000,,20200701175010,20220714080747,"[{'seq': 25993, 'contentsid': {'value': 'CNTS_200000000010339', 'label': '씨에스호텔 프라이빗스파', 'refId': 'CNTS_200000000010339'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000001324', 'label': '그외', 'refId': 'cate0000000011>cate0000001324'}, 'created': '20210810093015'}]",,"{'descseo': '씨에스호텔 프라이빗스파', 'photoid': {'photoid': 2019022572999, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202008/18/5cb24aa2-d6d3-452a-b700-4569a69a6162.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202008/18/364fcaaa-97e5-4b98-8502-c70300e0c55a.jpg'}}",0.0,
466,"문화유적지,봄",CNTS_000000000019922,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",조천만세동산,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '15', 'label': '조천', 'refId': 'region1>15'}",제주특별자치도 제주시 조천읍 조천리 1133-2,제주특별자치도 제주시 조천읍 조천리 1133-2,"문화유적지,봄,문화관광,역사유적","제주 항일운동의 시작점, 순국선열들의 혼이 녹아있는 곳",5072,0,0,3,2,0,0,,33.53997,126.64167,,--,"목숨을 바쳐 조국의 자주독립을 외치신 분들을 추모하고, 또 기억하다
??????조천읍 조천리에 있는 '조천만세동산'은 제주의 3대 항일운동 중 하나인 조천만세운동이 전개되었던 곳이다. 
조천만세동산에는 조국의 자주독립을 위해 목숨을 바친 분들을 추모하고 평화를 염원하는 '애국선열 추모탑'과, 만세운동의 뜻을 기억하고 기리기 위해 세워진 '3.1 독립운동 기념탑'이 있다.

특히 애국선열 추모탑은 제주 고유의 문인 '정낭'을 닮은 모양을 하고 있다. 
그 옆에 있는 항일기념관에서는 독립운동에 대해 다양한 사실들을 배우고, 그 뜻을 다시 한번 기리는 기회를 가질 수 있다.

제주 올레 18코스의 종점이자 19코스의 시작점이기도 해서 올레길 여행객들이 많이 방문하기도 하는 조천만세동산에는, 
육지의 3.1 운동을 이어받아 지식인들이 많이 살았던 조천을 중심으로 일어난 만세운동에 녹아있는, 
민족을 지키기 위해 노력한 애국지사들의 애국정신이 스며들어 있다.",20161028145157,20220714080830,"[{'seq': 18402, 'contentsid': {'value': 'CNTS_000000000019922', 'label': '조천만세동산', 'refId': 'CNTS_000000000019922'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000054', 'label': '전시관', 'refId': 'cate0000000010>cate0000000054'}, 'created': '20190808175348'}]",,"{'descseo': '조천만세동산', 'photoid': {'photoid': 6531, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/972d7d66-6d5e-42e5-bac4-d59c8a97eaab.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0ae0c678-1a54-4ead-a67a-f195d611d243.jpg'}}",,
467,"포구,해변,문화유적지",CNTS_000000000021026,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",상추자포구,"{'value': 'region3', 'label': '섬 속의 섬', 'refId': 'region>region3'}","{'value': '32', 'label': '추차도', 'refId': 'region3>32'}",제주특별자치도 제주시 추자면 대서리,제주특별자치도 제주시 추자면 대서리,"포구,해변,문화유적지,자연경관,역사유적",상추자도 추자항에 위치한 포구,1211,0,0,0,0,0,0,,33.96429,126.292984,,--,"18-1코스의 시작이자 종점인 추자항에 위치한 포구이다.
???????상추자도 선착장과 면사무소가 가까이에 위치해 있다.",20161215133758,20220714081100,"[{'seq': 18887, 'contentsid': {'value': 'CNTS_000000000021026', 'label': '상추자포구', 'refId': 'CNTS_000000000021026'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000037', 'label': '해변', 'refId': 'cate0000000009>cate0000000037'}, 'created': '20190822101910'}]",,"{'descseo': '상추자포구', 'photoid': {'photoid': 2019022560665, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201908/22/d3f15139-0765-484d-820d-07b80137b96e.gif', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/22/8b9e843d-fc0a-4679-8278-0ebdefb7a345.gif'}}",,
468,휴식/힐링,CNTS_200000000011994,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",우포토 시네마 갤러리 카페,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '22', 'label': '대정', 'refId': 'region2>22'}",제주특별자치도 서귀포시 대정읍 상모리 2625-5,제주특별자치도 서귀포시 대정읍 상모로 216-2,"휴식/힐링,어트랙션,카페",대한민국의 영화 사진계를 이끌어 온 우명률 사진작가가 고향인 제주에 내려와 오픈한 시네마갤러리 카페,695,3,5,3,6,0,2,2.0,33.2252947,126.2659767,,064-792-5536,"대한민국의 영화 사진계를 이끌어 온 우명률 사진작가가 고향인 제주에 내려와 우포토시네마갤러리 카페를 열었다. 작가가 소장하고 있는 영화 스틸사진과 영화 포스터뿐만 아니라 영화 대본, 영화 관련 서적 및 오래된 카메라 등을 만날 수 있다. 
신성일, 남궁원, 황해, 김지미, 문희, 엄앵란 등 한국 영화계를 이끈 유명 배우들의 영화 속 사진과 우리에게 잘 알려진 남진, 나훈아, 안성기, 최민식, (故)최진실 등 그들의 리즈 시절 사진들을 볼 수 있다. 1층은 카페와 스튜디오, 2층에는 갤러리가 있고 만약 특별한 사진을 남기고 싶다면 우명률 작가가 직접 멋진 사진을 찍어 준다. 어머니 같은 친절한 바리스타가 정성 가득 만들어 주는 향긋한 커피와 시원한 과일 스무디를 마시며 옛날 영화 속 추억이 깃든 사진들을 감상해 보면 어떨까. 물론 옛 시절 배우들을 추억하는 부모님과 함께라면 더욱 좋을 것 같다. 
",20210913144236,20220714081422,"[{'seq': 26318, 'contentsid': {'value': 'CNTS_200000000011994', 'label': '우포토 시네마 갤러리 카페', 'refId': 'CNTS_200000000011994'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001251', 'label': '테마관광지', 'refId': 'cate0000000002>cate0000001251'}, 'cate3cd': {'value': 'cate0000001322', 'label': '그외', 'refId': 'cate0000001251>cate0000001322'}, 'created': '20211018093816'}]",,"{'descseo': '우포토 시네마 카페 갤러리', 'photoid': {'photoid': 2019022582475, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202109/13/cf037d40-1c3c-4638-82e0-502264f6282b.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202109/13/df2dd546-e79a-4846-b343-db379f6036b7.jpg'}}",0.0,
469,"혼자,친구,맑음,오름",CONT_000000000500366,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",소병악 (족은오름),"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '23', 'label': '안덕', 'refId': 'region2>23'}",제주특별자치도 서귀포시 안덕면 상창리 산 2-1,제주특별자치도 서귀포시 안덕면 상창리 산 2-1,"혼자,친구,맑음,오름,자연경관,도보여행,도보",울창한 자연림의 숲을 이루고 있는 소병악,2125,0,0,1,1,0,0,,33.309055,126.37453,,,"말굽형 화구로 이루어진 쌍둥이오름인 병악(른오름, 竝岳)의 두봉우리 중에서 오른쪽의 표고가 낮은 오름을 족은오름이라 부르며, 이와같이 이웃한 오름중 족은 의미를 갖는 오름은 국립공원내 웃세족은오름등 13개 오름이 있다. 이 오름은 서향으로 느슨한 말굽형 화구를 갖는 기생화산체이다. 화구 앞쪽의 기슭자락으로 암설류의 작은 언덕들이 산재해 있으며, 남사면쪽 일부에 삼나무 조림지가 있을 뿐 그 외 지역은 자연림의 울창한 숲을 이루고 있다.???",20160530111636,20220714081535,"[{'seq': 24955, 'contentsid': {'value': 'CONT_000000000500366', 'label': '소병악 (족은오름)', 'refId': 'CONT_000000000500366'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20210128100120'}]",,"{'descseo': 'Sobyeongak Volcanic Cone (Jokeun Oreum Volcanic Cone)', 'photoid': {'photoid': 18588, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/74fad680-273a-4513-8e0a-f0a69695552b.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/588b4966-27ea-4df3-a680-7832877e34a8.jpg'}}",,
470,"휴식/힐링,체험관광,문화유적지,사계절,휴식/치유",CNTS_200000000012454,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",제주중앙성당,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '11', 'label': '제주시내', 'refId': 'region1>11'}",제주특별자치도 제주시 삼도이동 114,제주특별자치도 제주시 관덕로8길 14,"휴식/힐링,체험관광,문화유적지,사계절,휴식/치유,문화관광,역사유적,어트랙션",1899년 제8대 조선교구장 뮈텔 주교가 프랑스 선교사 페네(Pyenet) 주임신부와 김원영 보좌신부를 파견하면서 설치한 고딕양식 성당이자 제주교구 최초의 본당,514,0,0,0,0,0,0,0.0,33.5116197,126.5231558,,064-753-2271,"성당의 우뚝 솟은 3개의 종탑은 삼위일체라는 종교적 의미와 함께 제주의 특징인 삼다와 삼무를 상징한다. 제주지역에서 유일한 고딕양식 성당은 종교적 의미에서 주요한 역할을 할 뿐만 아니라 원도심의 랜드마크이기도 하다. 성당 마당에 있는 거목들은 신자들뿐 아니라 제주도민에게도 쉼터가 되어준다. 성당 건물은 지하2층, 지상3층으로 이루어져 있으며 2층에서는 천주교 신자들이 미사를 참례하는 성전이 있다. 미사가 진행되는 종교 장소인 만큼 매너 있는 관람예절이 필요하다.",20211210113419,20220714081913,"[{'seq': 28069, 'contentsid': {'value': 'CNTS_200000000012454', 'label': '제주중앙성당', 'refId': 'CNTS_200000000012454'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000080', 'label': '그외', 'refId': 'cate0000000010>cate0000000080'}, 'created': '20211213115557'}]",,"{'descseo': '제주중앙성당', 'photoid': {'photoid': 2019022593966, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202112/10/54298216-d826-4965-8f34-59e1041b4fcc.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/10/e2ce3811-04d5-40f6-b126-20ed2394465f.jpg'}}",0.0,
471,"걷기/등산,흐림,봄,가을",CNTS_000000000021433,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",천주교 순례길 - 김대건길,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '11', 'label': '제주시내', 'refId': 'region1>11'}",제주특별자치도 제주시 한경면 고산리 2858-2,제주특별자치도 제주시 한경면 고산로 6-3,"걷기/등산,흐림,봄,가을,문화관광,도보여행,도보,어트랙션","110여년의 역사를 간직한 묵상의 시간,고산성당에서 성 김대건신부 표착지인 용수성지까지 순례길",3903,1,0,12,0,0,0,,33.301857,126.1801,63008,070-8870-4578,"고산성당에서 시작해 유네스코 세계 지질공원으로 인증된 수월봉 인근과 자구내 포구를 지나 
성 김대건 신부 표착지인 용수성지를 둘러본 다음 신창성당에 이르는 총 11.5km의 순례길이다. 
???????
순례길을 걷는 자는 이곳 순례길을 걷는것 자체가 예배이며
또한 고산성당과 용수성지, 신창성당 에배에 함께 할 수 있다. ",20161226183116,20220714082604,"[{'seq': 17502, 'contentsid': {'value': 'CNTS_000000000021433', 'label': '천주교 순례길 - 김대건길', 'refId': 'CNTS_000000000021433'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': '도보', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001412', 'label': '종교·순례·유배길', 'refId': 'cate0000001320>cate0000001412'}, 'created': '20190716180220'}]",,"{'descseo': '천주교 순례길 - 김대건길', 'photoid': {'photoid': 11284, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2c83b0ef-ce78-4682-a9f8-9a67c0b260aa.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7abf247-9cd4-45b8-afe1-2bd06c0e1f36.jpg'}}",,
472,"오름,걷기/등산,흐림",CNTS_000000000021452,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",하논마르,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '21', 'label': '서귀포시내', 'refId': 'region2>21'}",제주특별자치도 서귀포시 서홍동 1003,제주특별자치도 서귀포시 서홍동 1003,"오름,걷기/등산,흐림",한반도 유일의 마르(Maar)형 분화구,2453,0,0,2,0,0,0,,33.252937,126.54583,,--,"?


???????5만년 기후변화 정보를 보관한 생태계 타임캡슐

하논마르는 제주시 서귀포 호근동 일대에 360여 개의 한라산 오름 중의 하나로
서귀포시 서홍동과 호근동 일대 삼매봉 북쪽지점에 위치한다.

동서방향으로 약 1.8km, 남북방향으로 약 1.3km의 너비를 갖는 타원형 화산체로
분화구의 형태는 원형이며 해발 143.4m이며 높이 88m이다.


??
???????한반도 유일의 마르형 분화구로서 규모 면에서도 단연 한반도 최대 규모의 위용을 자랑한다.
하논은 마르형 응회환의 화구 바닥을 가리키는데, 평탄하고 용천수가 나와 현재 논으로 이용되고 있다.
마르란 화구의 규모에 비해 화구륜, 다시 말해 분화구 외륜산의 높이가 낮은 화산을 말하며, 수성화산에 의한 폭발성 분화로 만들어졌다.

하논의 마르 퇴적층에는 환경과 기후에 따라 그 특성을 달리하는 다양한 퇴적물이
지속적으로 유입·집적되어 '기후 및 환경 기록보존소'로서의 역할을 한다.


?????????
???????5만년의 기후변화 정보를 보관한 생태계의 타임캡슐로 불릴 정도로 국내외 학자들의 뜨거운 관심을 받는
학술가치가 높아 복원을 향한 목소리가 높아지고 있다.

하논마르와 가까운 곳에는 걸매생태공원이라는 또 다른 생태문화공간이 있어
제주의 자연을 느끼며 너른 한라산의 풍경도 함께 즐길 수 있다.
???????
???????",20161227105411,20220714082715,"[{'seq': 625, 'contentsid': {'value': 'CNTS_000000000021452', 'label': '하논마르', 'refId': 'CNTS_000000000021452'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20180410182928'}]",,"{'descseo': '하논마르', 'photoid': {'photoid': 11310, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a0267b29-2e51-4560-9acd-d55f482c6ea2.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9d5cb1d9-fbd9-4c1e-8cc2-20dd182dec28.jpg'}}",,
473,문화유적지,CNTS_000000000019117,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",엄바위장승,"{'value': 'region3', 'label': '섬 속의 섬', 'refId': 'region>region3'}","{'value': '32', 'label': '추차도', 'refId': 'region3>32'}",제주특별자치도 제주시 추자면 예초리 332,제주특별자치도 제주시 추자면 예초리 332,"문화유적지,문화관광,역사유적,어트랙션",억발장사라고도 불리는 장승으로 주민들이 소원을 비는 장승,2529,0,0,2,0,0,0,,33.952473,126.32899,,--,"마을주민들도 엄바위장승에서 기도하고나면 일이 잘풀린다고 믿고있어 자주 찾는 장소이다. 
바다를 바라보고 서 있는 거대한 바위와 그 아래 서있는 장승이 엄바위 장승이다. 
사람들은 엄바위 장승을 수호신으로 모시고 있다. 
전설에 따르면 엄바위 장승은 바위 아래에서 태어났다고 한다. 
엄바위 장승은 인근 바다에 있는 바위로 공기놀이를 할 정도로 거대하고 힘이 셌다고 전해진다.",20161019135151,20220714083015,"[{'seq': 5346, 'contentsid': {'value': 'CNTS_000000000019117', 'label': '엄바위장승', 'refId': 'CNTS_000000000019117'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000080', 'label': '그외', 'refId': 'cate0000000010>cate0000000080'}, 'created': '20180614134356'}]",,"{'descseo': '엄바위장승', 'photoid': {'photoid': 4406, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dafdc92b-33c1-4ed1-9586-c322ce43b960.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1dc47ee0-9dc7-4656-9972-a5c0aa272002.jpg'}}",,
474,"커플,친구,혼자,액티비티,공용주차장,화장실,음료대,유도 및 안내시설,아주 어려움",CONT_000000000500318,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",서귀포 궁도장(천지정),"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '21', 'label': '서귀포시내', 'refId': 'region2>21'}",제주특별자치도 서귀포시 강정동 1475,제주특별자치도 서귀포시 중산간서로 97-40,"커플,친구,혼자,액티비티,자연경관,체험,레저/체험,어트랙션","겨울철 전지훈련장소로 최적인 궁도장, 천지정",6659,1,0,14,5,0,0,,33.2592301,126.4980473,,064-739-5444,"故 강창학 선생이 헌납한 토지위에 조성된 강창학체육공원 내에 위치해 있다.
궁도인들의 저변확대를 위하여 1998년 서귀포시에서 건립하였다. 

1969년 천지연 하류쪽에서 과녁을 놓고 활을 쏘던 덕심정이 유래가 되어 천지정이 되었다. 겨울철 전지훈련장으로도 애용되고 있다.",20160530111636,20220714083255,"[{'seq': 18295, 'contentsid': {'value': 'CONT_000000000500318', 'label': '서귀포 궁도장(천지정)', 'refId': 'CONT_000000000500318'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000000148', 'label': '수렵/활쏘기', 'refId': 'cate0000000011>cate0000000148'}, 'created': '20190806153758'}]",,"{'descseo': 'Seogwipo Archery Range Cheonjijeong', 'photoid': {'photoid': 18369, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a855c010-8e50-4225-836c-727765818ca7.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/11fa1179-dd5f-4220-807b-335bd8d715e5.jpg'}}",,
475,"해수욕장,액티비티,친구,커플,맑음,여름,현금결제,카드결제,화장실",CNTS_000000000019956,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",케이제주씨워킹,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '22', 'label': '대정', 'refId': 'region2>22'}",제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,"해수욕장,액티비티,친구,커플,맑음,여름,체험,레저/체험,해변,물놀이,어트랙션",두 다리로 걸으며 즐기는 신비로운 제주 바다,29554,1,1,68,52,0,0,5.0,33.2100551,126.2585746,,070-8222-5224,"케이제주씨워킹은 국내 최대 규모의 씨워킹을 즐길 수 있는 곳이다.
대한민국 최남단에서 해수풀장, 선상 낚시 등 다양한 해양 레저들을 즐길 수 있다.
씨워킹의 큰 특징은 바로우주인의 복장을 연상시키는 독특한 헬멧이다.
헬멧으로 공기가 주입되기 때문에 물속에서도 얼마든지 활동을 할 수 있다.
무게가 상당하지만 막상 물속에 들어가면 상당히 가볍게 느껴지며 깨끗한 시야로 수중 생태계를 관람할 수 있다.",20161031095435,20220714083405,"[{'seq': 17435, 'contentsid': {'value': 'CNTS_000000000019956', 'label': '케이제주씨워킹', 'refId': 'CNTS_000000000019956'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000001254', 'label': '해양스포츠', 'refId': 'cate0000000011>cate0000001254'}, 'created': '20190715160959'}]",,"{'descseo': 'Kjeju Sea Walking', 'photoid': {'photoid': 6764, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/efa2018e-cd5f-4cd1-988c-fd00b3351ac8.gif', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/abd22598-b186-450e-9747-4c5f3df5fb7b.gif'}}",1.0,
